Smiles,Target Name,Standard Value,Smiles_feature_vector,image_feature_vector,target_protein_vector
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1ccc(-n2cncn2)cc1,Interleukin-1 receptor-associated kinase 4,3.7,,,
O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,3.7,,,
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc3sc(-c4cncs4)cc3c2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,3.7,,,
CC(C)Nc1c(C(=O)NC[C@@H](F)C(C)(C)O)cnc2sc(-c3ccc(=O)[nH]c3)cc12,Interleukin-1 receptor-associated kinase 4,3.8,,,
C[C@@H](F)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,3.8,,,
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,3.8,,,
CC(F)[C@H](C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,3.9,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC(=O)c2ccccc2F)CC1,Interleukin-1 receptor-associated kinase 4,3.9,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC(C(C)(O)C2CC2)CC1,Interleukin-1 receptor-associated kinase 4,3.9,,,
CS(=O)(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2Nc2cccc(C(N)=O)c2)CC1,Interleukin-1 receptor-associated kinase 4,3.9,,,
CC(C)Nc1cc(-n2ncc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,3.9,,,
N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,Interleukin-1 receptor-associated kinase 4,4.0,,,
Cc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN1C[C@H]2C[C@@H]1C[C@@H]2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(CC(F)F)ccc3n2)cn1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cncnc5)ccc4n3)cn2)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)Nc1cc(-n2cnc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C5CC5)ccc4n3)cn2)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn([C@@H]5C[C@@H]6C[C@H]5CN6C)c4)nc3cc2F)cn1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3[nH]ncc23)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@@](C)(O)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCN(c2ccccc2)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
c1nc(S[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN(C)c1ccc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(CC(F)F)ccc5n4)cn3)C2)C1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(N[C@H]4CC[C@H](O)CC4)n3)sc2c1,Interleukin-1 receptor-associated kinase 4,3.981,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCCN1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cc2cc[nH]c2cn1,Interleukin-1 receptor-associated kinase 4,4.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccccc2F)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](C(C)(C)O)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
NCC1CCN(c2cc(C(=O)Nc3ccccc3)ccc2NC(=O)c2cnn3cccnc23)CC1,Interleukin-1 receptor-associated kinase 4,4.0,,,
C[C@@H](CF)n1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,Interleukin-1 receptor-associated kinase 4,4.0,,,
Cn1ncc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c21,Interleukin-1 receptor-associated kinase 4,4.0,,,
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4O)nc23)c(C(F)F)n1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CNC(=O)c1cnc(Nc2ccc3[nH]ncc3c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,Interleukin-1 receptor-associated kinase 4,4.0,,,
Cn1ccc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c21,Interleukin-1 receptor-associated kinase 4,4.0,,,
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2ccnc2)n1,Interleukin-1 receptor-associated kinase 4,4.0,,,
CC(C)n1ncc2ccc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4c(ccn4C)n3)cc21,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC2(CC1)NC(=O)NC2=O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CCn1nnnc1-c1ccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cc1,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1CC1,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCOC1,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNS(C)(=O)=O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)C(F)(F)F,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCC(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(-n2ncc3cc(Cl)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC[C@@H](CO)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCN(C(=O)CC(F)(F)F)C1,Interleukin-1 receptor-associated kinase 4,4.1,,,
C[C@H](F)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.1,,,
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NCCC(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.2,,,
CC(C)Nc1cc(-n2ncc3cc(Br)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.2,,,
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Interleukin-1 receptor-associated kinase 4,4.21,,,
CC(C)n1ncc2ccc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4c(ccn4C(F)F)n3)cc21,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(NCC(F)(F)F)C1,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)n1cc(Nc2cc(-n3cnc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCC(F)(F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)Nc1cc(-n2ccc3cccnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](F)(c2nccn2C)CC1,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CC(F)(F)C1,Interleukin-1 receptor-associated kinase 4,4.3,,,
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC2CCOCC2)CC1,Interleukin-1 receptor-associated kinase 4,4.4,,,
C[C@H](Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)C1CC1,Interleukin-1 receptor-associated kinase 4,4.4,,,
CC[C@@H](CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.4,,,
COc1cccc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)c1,Interleukin-1 receptor-associated kinase 4,4.4,,,
CS(=O)(=O)NCCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,4.4,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(F)(F)C1O,Interleukin-1 receptor-associated kinase 4,4.4,,,
C[C@@H](CF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.4,,,
COc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)co2)ccn1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CCNc1cc(-n2ccc3cc(C(N)=O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCc1nc(Cc2ccccc2)no1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1NC1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1CCC1,Interleukin-1 receptor-associated kinase 4,4.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCOCC2)nc1,Interleukin-1 receptor-associated kinase 4,4.5,,,
C[C@H](CF)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.6,,,
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(F)cnc43)cc2NC2CC2)CC1,Interleukin-1 receptor-associated kinase 4,4.6,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](C)(O)CC1,Interleukin-1 receptor-associated kinase 4,4.6,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NS(C)(=O)=O)CC1,Interleukin-1 receptor-associated kinase 4,4.6,,,
Cc1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,Interleukin-1 receptor-associated kinase 4,4.571,,,
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,4.6,,,
C[C@@H](CO)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNS(C)(=O)=O,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCc1cccnc1,Interleukin-1 receptor-associated kinase 4,4.7,,,
CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCc1c[nH]cn1,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC(C)(CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC[C@H](C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.7,,,
CNC(=O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,4.7,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1C[C@H]1CO,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)Nc1c(C(=O)NC[C@@H](F)C(C)(C)O)cnc2sc(-c3ccncc3)cc12,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)OC(C)C)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)(O)/C=C/Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C(N)=O)cnc32)cc1NC1CCC1,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)NS(C)(=O)=O,Interleukin-1 receptor-associated kinase 4,4.8,,,
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@H]34)nccc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)(F)CCNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)c1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)[nH]n1,Interleukin-1 receptor-associated kinase 4,4.8,,,
CC(C)c1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,Interleukin-1 receptor-associated kinase 4,4.786,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.9,,,
Cn1cc(Nc2cc(-n3ncc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,Interleukin-1 receptor-associated kinase 4,4.9,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCN1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.9,,,
COC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,4.9,,,
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC2CCOCC2)CC1,Interleukin-1 receptor-associated kinase 4,4.9,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1COC[C@H]1F,Interleukin-1 receptor-associated kinase 4,4.9,,,
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)nc34)CC2)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3ccccc23)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,5.0,,,
CC(C)n1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,Interleukin-1 receptor-associated kinase 4,5.0,,,
Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,5.0,,,
N#Cc1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1,Interleukin-1 receptor-associated kinase 4,5.0,,,
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C)nc34)CC2)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
CNC(=O)c1cnc(Nc2ccc(C#N)cc2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,Interleukin-1 receptor-associated kinase 4,5.0,,,
C[C@H](CF)n1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,Interleukin-1 receptor-associated kinase 4,5.0,,,
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccn(C)c(=O)c34)CC2)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)[C@H](O)[C@@H]1O,Interleukin-1 receptor-associated kinase 4,5.0,,,
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)co2)ccn1,Interleukin-1 receptor-associated kinase 4,5.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2cncc(F)c2)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,5.0,,,
CNC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3)cc1N[C@@H](c1ccccc1)[C@H](O)CO,Interleukin-1 receptor-associated kinase 4,5.0,,,
Cc1ccc(-n2nc(N3CCN(C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,Interleukin-1 receptor-associated kinase 4,5.0,,,
NC(=O)c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,Interleukin-1 receptor-associated kinase 4,5.0,,,
Cc1ncncc1-c1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(OC3(C)CC3)c2n1,Interleukin-1 receptor-associated kinase 4,5.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3[nH]cnc23)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,5.0,,,
CC(O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccs2)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccsc2)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,5.0,,,
Cc1n[nH]c2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c12,Interleukin-1 receptor-associated kinase 4,5.0,,,
COc1ccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)nc1,Interleukin-1 receptor-associated kinase 4,5.0,,,
CN1CCN(C(=O)c2cccc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2)CC1,Interleukin-1 receptor-associated kinase 4,5.0,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCC(F)(F)F,Interleukin-1 receptor-associated kinase 4,5.0,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H]([N+](=O)[O-])CC1,Interleukin-1 receptor-associated kinase 4,5.1,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCOCC2)cc1,Interleukin-1 receptor-associated kinase 4,5.1,,,
CC(C)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1,Interleukin-1 receptor-associated kinase 4,5.1,,,
C[C@H](CF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.1,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(S(=O)(=O)C(C)C)CC1,Interleukin-1 receptor-associated kinase 4,5.1,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](F)(c2nccs2)CC1,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNS(=O)(=O)N1CCOCC1,Interleukin-1 receptor-associated kinase 4,5.2,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCNCC2)nc1,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC(=O)C2CC2)CC1,Interleukin-1 receptor-associated kinase 4,5.2,,,
CC(C)Nc1c(-c2cn(CCCO)nn2)cnc2sc(-c3ccc(=O)[nH]c3)cc12,Interleukin-1 receptor-associated kinase 4,5.2,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(Cl)cnc32)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,5.3,,,
C[C@@H](CF)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.2,,,
CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC1COC1,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC2COC2)CC1,Interleukin-1 receptor-associated kinase 4,5.2,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(CO)C1,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)Nc1cc(-n2ncc3cc(F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCCF,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)(F)CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)Nc1cc(Nc2ncc(C#N)cn2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,Interleukin-1 receptor-associated kinase 4,5.3,,,
